"externalId"||`||"classificationOfInstructionalProgramCode"||`||"courseNumber"||`||"courseTitle"||`||"departmentExternalId"||`||"institutionExternalId"||`||"facilityExternalId"||`||"description"
"CHEM106  PO"||`||""||`||"CHEM106  PO"||`||"Environmental Chemistry"||`||"PCHE"||`||"PO"||`||"PO"||`||"An examination of environmental systems such as the atmosphere and the oceans, from a molecular perspective. The course will critically examine chemical sources of environmental pollution and the means for remediation of these problems. Prerequisites: CHEM 001B PO or CHEM 051 PO."
"CHEM110B PO"||`||""||`||"CHEM110B PO"||`||"Organic Chemistry w/Laboratory"||`||"PCHE"||`||"PO"||`||"PO"||`||"Organic Chemistry with Lab. A study of organic compounds, including synthesis and reaction mechanisms. Laboratory includes both synthesis and qualitative organic analysis. Prerequisite: 1A,B or 51."
"CHEM110BLPO"||`||""||`||"CHEM110BLPO"||`||"Lab, Organic Chemistry"||`||"PCHE"||`||"PO"||`||"PO"||`||""
"CHEM111  HM"||`||""||`||"CHEM111  HM"||`||"Organic Chemistry II Laboratory"||`||"HCHM"||`||"HM"||`||"HM"||`||"Synthesis, characterization and analysis of organic compounds. Prerequisites: Chemistry 58, Chemistry 105 or taken concurrently."
"CHEM112  HM"||`||""||`||"CHEM112  HM"||`||"Instrumental Analysis Laboratory"||`||"HCHM"||`||"HM"||`||"HM"||`||"Application of advanced analytical techniques to food, pharmaceutical, materials, forensics, biochemical, and archaeological problems. Techniques include atomic absorption spectroscopy, fluorescence, mass spectrometry, NMR, chromatography, voltammetry, and a range of surface analyses. Prerequisites: Chemistry 109; Chemistry 114 or taken concurrently."
"CHEM112  PO"||`||""||`||"CHEM112  PO"||`||"Analysis Scientific Literature"||`||"PCHE"||`||"PO"||`||"PO"||`||"What is science research? Who does science research? In this course, we will aim to answer these questions, and others, in order to demystify and humanize science through a focused analysis of primary literature. Through a guided investigation of a set of related journal articles, students will develop their ability to decipher figures, interpret findings, and propose and defend further experiments to test their own hypotheses and questions. This course is aimed at second-year students and no prior experience with primary literature is expected. The journal articles selected will be from the interface of chemistry and biology; topics may include: nucleic acid-based therapeutics, regulatory RNAs, or microbial pathogenesis. Prerequisites: CHEM110A PO. "
"CHEM114  HM"||`||""||`||"CHEM114  HM"||`||"Advanced Analytical Chemistry"||`||"HCHM"||`||"HM"||`||"HM"||`||"Fundamentals of modern instrumental design, application, and usage with an emphasis on the underlying principles of operation. Chemometrics. Prerequisites: Chemistry 103; Engineering 79 recommended."
"CHEM115  PO"||`||""||`||"CHEM115  PO"||`||"Biochemistry w/Laboratory"||`||"PCHE"||`||"PO"||`||"PO"||`||"Biological molecules considered in terms of their structure and roles in the dynamic processes by which energy and information are received, interconverted and transmitted in order to maintain life. Laboratory emphasizes techniques and instrumentation used to study the nature of biochemical molecules and processes. Prerequisite: CHEM 110A PO."
"CHEM115 LPO"||`||""||`||"CHEM115 LPO"||`||"Lab, Biochemistry"||`||"PCHE"||`||"PO"||`||"PO"||`||""
"CHEM117L KS"||`||""||`||"CHEM117L KS"||`||"Organic Chemistry"||`||"CCHE"||`||"SC"||`||"SC"||`||"The chemistry of organic compounds developed from considerations of bonding, structure, synthesis, and mechanisms of reaction. Selected application of those principles to biological systems. Prerequisite: Chemistry 15L, or Chem 40L and Chem 15L, or equivalent; or both semesters of the AISS course. Chemistry 116L is the prerequisite for 117L. Enrollment limited to 50. Laboratory fee: $50 per semester. Offered every spring."
"CHEM117LXKS"||`||""||`||"CHEM117LXKS"||`||"Organic Chemistry Lab"||`||"CCHE"||`||"SC"||`||"SC"||`||""
"CHEM121  KS"||`||""||`||"CHEM121  KS"||`||"Ppls Phys Chem: Thermochemistry"||`||"CCHE"||`||"SC"||`||"SC"||`||"Principles of Physical Chemistry: Thermochemistry. A course designed to investigate physio-chemical systems through classified thermodynamics, statistical thermodynamics, kinetics, quantum mechanics, and spectroscopy. Prerequisites: CHEM 015L, or CHEM 040L and CHEM 015L, or CHEM 042L; PHYS 031L (or PHYS 034L), or both semesters of the AISS course (AISS 001AL, AISS 001BL, AISS 002AL, AISS 002BL), and MATH 031. CHEM 121 is not the prerequisite to CHEM 122.||``||"
"CHEM127L KS"||`||""||`||"CHEM127L KS"||`||"Advanced Laboratory in Chemistry"||`||"CCHE"||`||"SC"||`||"SC"||`||"A survey of advanced laboratory techniques including physical chemistry methods, analytical chemistry (especially instrumental methods), and synthesis and characterization of compounds. Prerequisites: CHEM 015L or CHEM 042L, CHEM 117L, PHYS 034L (or PHYS 031L), or both semesters of the AISS course (AISS 001AL, AISS 001BL, AISS 002AL, AISS 002BL), and MATH 031. CHEM 126L is not the prerequisite for 127L except with permission of instructor.  CHEM 121, CHEM 122 recommended as co-requisite. Laboratory fee: $50. ||``||"
"CHEM147  PO"||`||""||`||"CHEM147  PO"||`||"Inorganic Chemistry"||`||"PCHE"||`||"PO"||`||"PO"||`||"The structure, bonding, and reactivity of inorganic molecules and solids are discussed using a symmetry and molecular orbital based approach. Additional topics including ligand field, hard/soft acid-base theories, as well as physical organometallic chemistry will be discussed with applications in spectroscopy, organometallic catalysis, and bioinorganic chemistry. Prerequisites: CHEM110A PO. Co-requisites: CHEM110B PO."
"CHEM147 LPO"||`||""||`||"CHEM147 LPO"||`||"Lab, Inorganic Chemistry"||`||"PCHE"||`||"PO"||`||"PO"||`||""
"CHEM150  HM"||`||""||`||"CHEM150  HM"||`||"Research in Chemistry"||`||"HCHM"||`||"HM"||`||"HM"||`||"Independent study or research in a field agreed upon by student and instructor. Credit hours to be arranged. Prerequisites: Sophomore/junior standing and instructor approval.  "
"CHEM152  HM"||`||""||`||"CHEM152  HM"||`||"Senior Thesis Research:Chemistry"||`||"HCHM"||`||"HM"||`||"HM"||`||"A yearlong experimental or computational investigation in chemistry under the direction of a faculty advisor. Two oral reports and a written thesis are required. 2 or 3 credit hours per semester.  (2 credit hours equals a minimum of 6 hours of laboratory per week, 3 credit hours equals a minimum of 10 hours of laboratory per week: additional library time is required.)"
"CHEM156  PO"||`||""||`||"CHEM156  PO"||`||"Physical Chem in Molecular Biol"||`||"PCHE"||`||"PO"||`||"PO"||`||"Fundamentals of quantum mechanics, statistical thermodynamics, classical thermodynamics and chemical kinetics. The application of physical chemistry to biochemistry and molecular biology with an emphasis on the determination of molecular structure and molecular interactions. Prerequisite: CHEM110B  PO; PHYS041  PO; and either MATH031  PO, MATH031S PO, MATH032  PO, MATH032S PO or MATH060  PO."
"CHEM158B PO"||`||""||`||"CHEM158B PO"||`||"Physical Chemistry w/ Laboratory"||`||"PCHE"||`||"PO"||`||"PO"||`||"Chemical thermodynamics, chemical kinetics, statistical thermodynamics and chemical dynamics, solids and surface chemistry.  Related laboratory work with an emphasis on spectroscopy, thermodynamics, kinetics and data analysis. Prerequisites: CHEM158A PO."
"CHEM158BLPO"||`||""||`||"CHEM158BLPO"||`||"Laboratory, Physical Chem"||`||"PCHE"||`||"PO"||`||"PO"||`||""
"CHEM172  PO"||`||""||`||"CHEM172  PO"||`||"NMR Spectroscopy"||`||"PCHE"||`||"PO"||`||"PO"||`||"Examines fundamental concepts in nuclear magnetic resonance with a focus on spectroscopic techniques used for organic structure elucidation and conformational analysis. Hands-on experience with data collection and analysis. Letter grade only. Prerequisites: CHEM 110A PO."
"CHEM175  PO"||`||""||`||"CHEM175  PO"||`||"Intro to Medicinal Chemistry"||`||"PCHE"||`||"PO"||`||"PO"||`||"Introduction to Medicinal Chemistry with Computational Lab."
"CHEM177  KS"||`||""||`||"CHEM177  KS"||`||"Biochemistry"||`||"CCHE"||`||"SC"||`||"SC"||`||"A study of structure and function in living systems at the molecular level. Discussion centers on intermediary metabolism, cellular control mechanisms, and energy flow, with particular emphasis on how this information is developed. Prerequisites: Biology 43L or Biology 40L, or Biology 42L, or both semesters of the AISS course, Chemistry 116L, 117L, or permission of instructor. Enrollment limited to 24.||``||"
"CHEM180  KS"||`||""||`||"CHEM180  KS"||`||"Applied Molecular Evolution"||`||"CCHE"||`||"SC"||`||"SC"||`||"This half-course discusses the application of evolutionary principles to the development of new biological medicines and materials.  It will be a literature-focused survey providing an overview of the theories, methodologies, and applications of molecular evolution in the laboratory.Prerequisites: Either BIO/CHEM177(KS), CHEM115(PO), CHEM182(HM), or permission of the instructor.  "
"CHEM182  HM"||`||""||`||"CHEM182  HM"||`||"Biochemistry"||`||"HCHM"||`||"HM"||`||"HM"||`||"Relation of molecular structure and energy flow to reactions in living systems. Prerequisite: Chemistry 56. (Crosslisted as BIOL182  HM)"
"CHEM184  HM"||`||""||`||"CHEM184  HM"||`||"Biochemistry Laboratory"||`||"HCHM"||`||"HM"||`||"HM"||`||"Experiments in biochemistry. Corequisite: Chemistry 182/Biology 182 or concurrently. (Crosslisted as BIOL184  HM)"
"CHEM188L KS"||`||""||`||"CHEM188L KS"||`||"Sr Thesis Rsrch Project in Chem"||`||"CCHE"||`||"SC"||`||"SC"||`||"Seniors may apply to do laboratory or field investigation with a faculty member. The topic should be chosen by the end of the junior year. In this course, library and lab materials are developed, research begun, and seminar discussion held with faculty members and students in the field of concentration. This is the first course for students doing a two-semester senior project. Registration in this course will be followed by registration in Science 190L. "
"CHEM189L KS"||`||"40.0501"||`||"CHEM189L KS"||`||"Sr Ths Summer Rsrch Proj in Chem"||`||"CCHE"||`||"SC"||`||"SC"||`||"Students who intend to satisfy a two-semester senior thesis project by conducting a substantial research project during the summer after their junior year, should enroll in this course in the fall semester following their research. No credit towards graduation will be awarded for this course. Typically, registration in this course would be followed by registration in Science 190L. This course will be graded Pass/No Pass."
"CHEM190L KS"||`||""||`||"CHEM190L KS"||`||"Sr Thes Rsrch Proj Chem-2nd Sem"||`||"CCHE"||`||"SC"||`||"SC"||`||"Senior laboratory or field investigation research is culminated and results are summarized in a written thesis and formal presentation. This is the second semester course for those doing a two-semester research thesis."
"CHEM191  KS"||`||""||`||"CHEM191  KS"||`||"One-Semester Thesis in Chemistry"||`||"CCHE"||`||"SC"||`||"SC"||`||"All students who intend to complete a one-semester thesis should enroll in this course. Students are required both to submit a substantive written thesis - which may involve experimental work, analysis of datasets previously collected by other researchers, or a critical analysis of the literature - and to make a formal presentation. Students register for this course during the semester in which the one-semester thesis is written and due. "
"CHEM191  PO"||`||""||`||"CHEM191  PO"||`||"Senior Literature Thesis"||`||"PCHE"||`||"PO"||`||"PO"||`||"The senior capstone exercise for all chemistry majors is the Senior Thesis with two options:  literature thesis (CHEM191  PO) or experimental thesis (CHEM194  PO). The literature thesis in grant proposal format is based on literature research. The Senior Thesis experience focuses on further developing students' content knowledge and skills relevant to the professional chemist, including interacting with data and scientific literature, effectively communicating with a broader community of chemists, taking ownership of a project, and conducting oneself in a professional manner. "
"CHEM193O HM"||`||""||`||"CHEM193O HM"||`||"Chem of Surfaces & Interfaces"||`||"HCHM"||`||"HM"||`||"HM"||`||"This course will cover the basics of surface science. The course will consider how we understand surfaces and make models of interfaces, including solid-gas, solid-liquid and solid-solid interfaces. We will consider a variety of materials with practical applications in chemistry, physics and engineering, and how the useful properties of these materials are dominated by their surfaces. We will have a special focus on high surface area (aka. porous) materials and their properties. Prerequisite: Chemistry 51.||``||"
"CHEM193P HM"||`||""||`||"CHEM193P HM"||`||"Science Communication"||`||"HCHM"||`||"HM"||`||"HM"||`||"This interactive course will tackle the art of communicating scientific concepts to the general public. We will consider a variety of 'popular science' audiences (from layperson to expert) and communications modes (from journalism to TV to social media) and how these influence the public understanding of science (or, in some cases, misunderstanding of science). The course will be largely interactive and discussion-based and wont focus on any particular area of science. Prerequisite: Junior or Senior standing.||``||"
"CHEM194  PO"||`||""||`||"CHEM194  PO"||`||"Senior Experimental Thesis"||`||"PCHE"||`||"PO"||`||"PO"||`||"The senior capstone exercise for all chemistry majors is the Senior Thesis with two options:  literature thesis (CHEM191  PO) or experimental thesis (CHEM194  PO). The experimental thesis is based on original research in collaboration with a faculty member. The Senior Thesis experience focuses on further developing students' content knowledge and skills relevant to the professional chemist, including interacting with data and scientific literature, effectively communicating with a broader community of chemists, taking ownership of a project, and conducting oneself in a professional manner. "
"CHEM196  KS"||`||""||`||"CHEM196  KS"||`||"Natural Science Research I"||`||"CJSD"||`||"SC"||`||"SC"||`||"Students will gain experience working independently on a natural science research experience, whether it involves field, laboratory, or data investigation and must be taken in collaboration with a Keck Science faculty member.  The format and expectations of the research will be mutually agreed upon at the start of the semester.  At the end of the semester, students will complete a project which could include things such as a reflection paper, an oral or poster presentation, a lab notebook, a dataset, a protocol, a figure, etc.  This course is a 0.25 credit course with a 3-5 hour commitment each week.  The course is taken pass/fail and can be repeated up to the maximum allowed by the student's home college, with the same research mentor or with different research mentors.  May not be applied toward major requirements.  In any semester, students may take only one Natural Science Research course at Keck Science."
"CHEM197  KS"||`||""||`||"CHEM197  KS"||`||"Natural Science Research II"||`||"CJSD"||`||"SC"||`||"SC"||`||"Students will gain experience working independently on a natural science research experience, whether it involves field, laboratory, or data investigation and must be taken in collaboration with a Keck Science faculty member.  The format and expectations of the research will be mutually agreed upon at the start of the semester.  At the end of the semester, students will complete a project which could include things such as a reflection paper, an oral or poster presentation, a lab notebook, a dataset, a protocol, a figure, etc.  This course is a 0.50 credit course with a 6-8 hour commitment each week. The course is taken pass/fail and can be repeated up to the maximum allowed by the student's home college, with the same research mentor or with different research mentors.  May not be applied toward major requirements.  In any semester, students may take only one Natural Science Research course at Keck Science."
"CHEM198  HM"||`||""||`||"CHEM198  HM"||`||"Special Readings in Chemistry"||`||"HCHM"||`||"HM"||`||"HM"||`||"Special readings in chemistry. Open to juniors and seniors only. 1-3 credit hours per semester."
"CHEM199  HM"||`||""||`||"CHEM199  HM"||`||"Chemistry Seminar"||`||"HCHM"||`||"HM"||`||"HM"||`||"Presentations of contemporary research by students, faculty, and visiting scientists. Attendance by majors is required. No more than 2.0 units of credit can be earned for departmental seminars/colloquia. Pass/No Credit grading. Fall and Spring."
"CHIN001B PO"||`||""||`||"CHIN001B PO"||`||"Elementary Chinese"||`||"PALL"||`||"PO"||`||"PO"||`||"Elementary Chinese. First-year course in the Chinese language. Conversation, pattern drills, reading and character-writing. 1A, each fall; 1B, each spring."
"CHIN011  PO"||`||""||`||"CHIN011  PO"||`||"Chinese Conversation, Intermed"||`||"PALL"||`||"PO"||`||"PO"||`||"Chinese Conversation, Intermediate. Contemporary Chinese Language and Culture. Open to all students except native speakers. Credit for satisfactory participation in Oldenborg Center activities and two conversation classes weekly. Prerequisite: 1B. Cumulative credit; graded P/NP. May be taken a total of four times for a total of one course credit."
"CHIN013  PO"||`||""||`||"CHIN013  PO"||`||"Chinese Conversation, Advanced"||`||"PALL"||`||"PO"||`||"PO"||`||"Open to all students except native speakers. Credit for satisfactory participation in Oldenborg Center activities and two conversation classes weekly. Cumulative, one-quarter course credit; graded P/NP. Does not satisfy the foreign language requirement. Limited to one enrollment per semester and a cumulative total of one course credit. Prerequisites: two years of college-level language study or equivalent and CHIN 051B PO."
"CHIN051B PO"||`||""||`||"CHIN051B PO"||`||"Intermediate Chinese"||`||"PALL"||`||"PO"||`||"PO"||`||"Intermediate Chinese. Further study in the Chinese language, including reading, conversation, grammar, character-writing and composition. Prerequisite: 1B. 51A, each fall; 51B, each spring."
"CHIN051H PO"||`||""||`||"CHIN051H PO"||`||"Intermed Chinese for Bilinguals"||`||"PALL"||`||"PO"||`||"PO"||`||"Intermediate Chinese for Bilinguals. Further study in the Chinese language, especially intended for students with some oral proficiency in Chinese. Practice in speaking and listening, with particular emphasis on reading and writing skills. Covers equivalent of the 51A, B sequence in a single semester. Prerequisite: 2."
"CHIN053  PO"||`||""||`||"CHIN053  PO"||`||"Intro to Pop Culture in China"||`||"PALL"||`||"PO"||`||"PO"||`||"This course covers a wide variety of topics in the contemporary Chinese-speaking world, including but not limited to Mainland China, Taiwan, and Hong Kong. The topics range from Chinese neologisms, dating culture, gender, and study abroad, to globalization, the Internet, and politics. This course is designed for students with intermediate-low or intermediate-mid Chinese language proficiency levels to acquire intermediate-high to advanced-low level language skills, including interpretive, interpersonal, presentational, intercultural, and interactive skills."
"CHIN111B PO"||`||""||`||"CHIN111B PO"||`||"Advanced Chinese"||`||"PALL"||`||"PO"||`||"PO"||`||"Advanced Chinese. Further development of overall language proficiency through extensive reading of modern texts, including essays, fiction, political writings and newspaper articles. Student discussion, translation and composition. Prerequisite: CHIN111A PO."
"CHIN122  PO"||`||""||`||"CHIN122  PO"||`||"Chinese in the Working World"||`||"PALL"||`||"PO"||`||"PO"||`||"This course adopts an intercultural perspective to explore cross-cutting issues in language etiquette and business culture. Students will improve their Chinese proficiency with a focus on their oral skills for communication, negotiation, and collaboration. They will also understand differences of appropriateness between Chinese and English at various business settings. Prerequisites: CHIN111A PO."
"CHIN192A PO"||`||""||`||"CHIN192A PO"||`||"Senior Project"||`||"PALL"||`||"PO"||`||"PO"||`||"A two-semester directed study of selected topics, culminating in a broad-ranging research paper or translation with contextual commentary and critical analysis. Letter grade only. Prerequisites: CHIN111B PO."
"CHLT056  CH"||`||""||`||"CHLT056  CH"||`||"Intro to Comprtve Ethnic Studies"||`||"ZCHL"||`||"PZ"||`||"PZ"||`||"Introduction to Comparative Ethnic Studies:||``||||``||This course is a study in locating the differential and intersectional formations of power in society and the ||``||world. We will explore how race, gender, sexuality, class, religion, and nationality organize our political, ||``||economic, and social structures. In doing so, we will trace how these structures have subjected Black, Brown, ||``||Latinx, Indigenous, and Asian American communities to varying scales of violence, from enslavement to ||``||labor exploitation, land dispossession, and imperial war. While the course focuses on the ways in which ||``||power has historically and contemporarily manifested in communities of color, we will also study how these ||``||communities resist, if not imagine, alternative ways of being and knowing."
"CHLT081  CH"||`||""||`||"CHLT081  CH"||`||"Technofuturos: Chicanxs/Latinxs"||`||"ZCHL"||`||"PZ"||`||"PZ"||`||"Technofuturos: Chicanxs/Latinxs and Technology in Society and the Future||``||||``||||``|| This course offers students an introduction to Chicanx/Latinx technology studies. Digital media studies emerged in the late 1990s in response to the promises of technology to make racial, gender, sexual, national difference obsolete or lead to altogether new global assemblages. In this course, we will draw on interdisciplinary and intersectional tools from Chicanx/Latinx Studies, Ethnic Studies, Gender Studies and Science and Technology Studies to explore these questions in relation to automation, surveillance, cyber-identities and social justice. We will think collectively about the function of technology in the present, as well as imagine radically alternative futures."
"CHLT083  CH"||`||""||`||"CHLT083  CH"||`||"Solidarity & Popular Education"||`||"ZCHL"||`||"PZ"||`||"PZ"||`||"Solidarity and Popular Education Through Creative Expression||``||||``||Through this class, students will learn about the diverse experiences that connect local and global communities through the arts. By exploring the historical context in which distinct art forms develop and flourish, we will engage with critical questions relevant to modern-day social movements and arts productions within global solidarity campaigns. The creative mediums we will address include performance art, musical production, street theatre, poster art and muralism. We will examine these art forms in relation to solidarity efforts with communities made vulnerable through ongoing injustices and inequalities in Africa, the Americas, Middle East and Southeast Asia. Examination of the diverse artworks will generate ideas in relation to disciplines such as history, political science, and sociology. "
"CHLT115  CH"||`||""||`||"CHLT115  CH"||`||"Gender, Race & Class"||`||"ZCHL"||`||"PZ"||`||"PZ"||`||"We will explore the contemporary experience of minority groups in the U.S. through the experiences of women. We will focus our attention on the matrix of domination and writings by women of color. The course focuses on the socioeconomic and political conditions that affect people of color in the United States. "
"CHLT153  CH"||`||""||`||"CHLT153  CH"||`||"Rural & Urban Social Movements"||`||"ZCHL"||`||"PZ"||`||"PZ"||`||"This course examines social movements, as part of peoples collective efforts to create||``||changes in society: their emergence, the process of their formation, and the varied strategies for their||``||mobilization. Although the class will primarily focus on the Farm Worker and Immigrant Rights (day||``||laborer) Movements, the theories, readings, activities, and projects will draw out lessons that are||``||applicable to other social movements as well.(Previously SOC 155  CH)"
"CHLT156  PZ"||`||""||`||"CHLT156  PZ"||`||"Spirit of Bandung"||`||"ZAAS"||`||"PZ"||`||"PZ"||`||"Spirit of Bandung: Third World Internationalism & Decolonization||``||||``||Develop an understanding of how the Afro-Asia political project is an insurgent||``||coalitional project. To do this, we will explore the historical and contemporary||``||struggles, insurgencies, and solidarities of Black and Asian peoples. We will learn||``||together how Afro-Asia serves as an insurgent site of critique, resistance, and||``||revolutionary aesthetics that connects distant geographies, diasporas, and Black and||``||Asian peoples to a global anti-racist, anti-imperialist, and anti-colonial political||``||imaginary."
"CHLT157  CH"||`||""||`||"CHLT157  CH"||`||"Latina Activism Work & Protest"||`||"ZCHL"||`||"PZ"||`||"PZ"||`||"This course will examine the||``||experiences of working class Latinas in the United States by looking at different||``||aspects of working class culture, history, labor organizing, work sites in different||``||contexts. We will learn about the rich and diverse experiences that connect U.S.||``||born and immigrant Latinas in terms of resistance. "
"CHLT160  CH"||`||""||`||"CHLT160  CH"||`||"Queering (Im)Migration"||`||"ZCHL"||`||"PZ"||`||"PZ"||`||"Queering (Im)Migration: LGBTI and Gender Nonconforming Migration from Central America||``||||``||This course will interrogate the historical and contemporary relationship between sexuality, gender and migration. The recent press and political backlash on Central American immigrant children, their mothers and Transgender, Lesbian, Gay, Bisexual and Intersex individuals at the border often elide the horrific conditions they are experiencing in detention in the U.S. and on the migration trail through||``||Mexico. The class is an interdisciplinary intervention into various fields to draw connections between Chicanx, Latinx, Central American studies and queer studies on (im)migration. This class aims to utilize both feminist theory and methodology as well as popular education methodology to analyze migration and conduct participant observation research and oral histories of affected individuals."
"CHLT171  PZ"||`||""||`||"CHLT171  PZ"||`||"Latine Southern California"||`||"ZCHL"||`||"PZ"||`||"PZ"||`||"Latine Southern California: History, Art, and Activism||``||||``||Overview of cultural production and political issues concerning the vast, diverse, and growing Latine demographic of Southern California, with special attention paid to race, gender, sexuality, and class in the following regions: inner-city Los Angeles, South Los Angeles, San Fernarndo and San Gabriel Valleys, Inland Empire, and Orange County. "
"CHNT166  PO"||`||""||`||"CHNT166  PO"||`||"Chinese Fiction, Old and New"||`||"PALL"||`||"PO"||`||"PO"||`||"Chinese Fiction, Old and New. Examines classic works from Chinas rich indigenous story-telling tradition, as well as notable achievements in 20th-century Chinese fiction. Readings include 17th-century love stories and tales of the supernatural, the great 18th-century novel of manners The Dream of the Red Chamber, as well as recent works by contemporary authors."
"CHST015  CH"||`||"05.0203"||`||"CHST015  CH"||`||"Intro to Chicanx Latinx Studies"||`||"SCHS"||`||"SC"||`||"SC"||`||"This course focuses on the Chicano Movement within the context of political uprisings in Latin America and other civil rights struggles in the U.S. Introduction to CLS orients students to carrying out research using the interdisciplinary framework of Chicanx-Latinx Studies by examining the Chicano Movement through various themes that remain central to the field, such as migrations, social movements, and cultural Renaissance. The course incorporates the three areas that constitute the major, 1) Literature, Music and Representation; 2) Identities, Cultures and Communities; and 3) Latinx Experiences in the Americas. "
"CHST028  CH"||`||""||`||"CHST028  CH"||`||"Intro to Central Amer Studies"||`||"PCHS"||`||"PO"||`||"PO"||`||"Intensivsurvey of the social, historical, political, economic, educational, and cultural experiences of Central American diasporas in the United States. We will refer to the 'epicentro' or 'epicenter' to signal both a spatial and symbolic space that problematizes how Central American identities and subject positions destabilize dominant understandings of the 'Latino' experience in the United States. Focusing primarily on diasporas from the Northern Triangle, we will critically interrogate the relationship between the United States and Central America, examining how geopolitics and US-Central American international relations have shaped the trajectories of Central American immigrant communities and their presence/incorporation in U.S. society. Importantly, students will also gain a critical understanding of Central American identities, particularly as these have been constructed through the intersection of race, gender, sexuality, and legal status and through transnational economic, political and cultural networks. "
"CHST066  CH"||`||""||`||"CHST066  CH"||`||"Fandango as a De-Colonial Tool"||`||"SIDO"||`||"SC"||`||"SC"||`||"Through readings, discussion, and lessons in fandango (a music/dance tradition from Veracruz, Mexico), this interdisciplinary course aims to progressively deconstruct how we understand music and the role that social institutions have played in our conceptions of music and dance in society. Students must be Spanish literate. Prerequisite: SPAN 44 is preferred, but not required."
"CHST067  CH"||`||""||`||"CHST067  CH"||`||"Contemp Chicanx Art/Antecedents"||`||"PCHS"||`||"SC"||`||"SC"||`||""
"CHST120  CH"||`||"05.0203"||`||"CHST120  CH"||`||"Fronteras/Borders: Methods&Res"||`||"SCHS"||`||"SC"||`||"SC"||`||"'Fronteras/Borders' is the metaphor that guides our exploration across the three general areas of the Chicanx-Latinx major in order to comprehend the interdisciplinary nature of the field. It will also allow the student (majors in Chicanx-Latinx Studies or other related fields) to imagine, propose and ultimately design their own inquiries sowing new questions into the academic, social and community landscape of Chicanx-Latinx Studies. ||``||||``||"
"CHST132  CH"||`||""||`||"CHST132  CH"||`||"Immigrant Youth Activism (CP)"||`||"PCHS"||`||"PO"||`||"PO"||`||"This course explores the lives of immigrant and first-generation youth, with an emphasis on political organizing, activism, and advocacy related to higher education, immigrants' rights,  immigrant detention, and criminalization. Other topics will include the historical production of the undocumented population in the U.S., demographic trends, the educational, work, and family lives of immigrant youth, and the shifting policy terrain including the impact of DACA and its culmination. Students will have the opportunity to engage in a collaborative project to develop deeper knowledge about a single issue related to undocumented immigration and/or immigrant youth. This collaborative project may include qualitative research and/or a community-engaged learning project with the aim of helping students engage with the principles of social justice and collaborative leadership through critical reflection within the classroom. Letter grade only."
"CHST183  CH"||`||"05.0203"||`||"CHST183  CH"||`||"Latina Lit: Feminism & Brown Bod"||`||"SCHS"||`||"SC"||`||"SC"||`||"Latina Literature: Feminism and the Brown Body. The purpose of this course is to consider the experience of what Chandra Talpade Mohanty called  ?Feminism   without  Borders,?  a  feminist   theory   and   politics   defined   by   the   simultaneous oppressions of race, class, gender and sexuality in the developing world. By considering Latina literature in  particular  and  its  engagement   with   multiple  feminisms,   we   will   see a  landscape   marked  by contradictions  and  conflict  with  ?First  World?  feminism  and  determined  from  within  by  culture, colonialism, history, and geography. Our attention to literary renderings of the feminist experience will be informed  by  a  recurrent  emphasis on representations  of  history  and  issues  of  gender,  terms  that  can  be understood  culturally,  historically,  economically,  racially,  and  geographically.  From  Old  World  Lit  to Chica  Lit,  we  will  ask  ourselves  how  the  models  of  womanhood  and  female  liberation andautonomy presented in these texts align themselves and/or challenge U.S. American, Latin American, European and Latina feminisms to date. We will question whether the shifting constructions of sexuality, gender roles, and family/inter-generational tiescombined with the experience of immigration, transmigration, hybridity and  border  culture  fashion  a  new  Latina  subject  emerging  within  the  realities  of  consumerism  and globalization."
"CHST187  CH"||`||"05.0203"||`||"CHST187  CH"||`||"Revolution & Romance: Latinx Lit"||`||"SCHS"||`||"SC"||`||"SC"||`||"Romance and Revolution: Latinx Literature of the Caribbean and Beyond. This course considers the Romance of Revolution in the Caribbean, and more specificallythe  role  that  US  interventions  into  the  Caribbean  had in  shaping  our  understandings  of  19th  and  20th Century   Caribbean   revolutions   from   a   Stateside   perspective.   Students   will   come   to   deconstructmythologies around the concept of rebellion andread revolution narratives that offer a more nuanced way to romanticize notions of self-determination, independence, and pride."
"CHST189B PO"||`||"05.0203"||`||"CHST189B PO"||`||"Indigenous Americas"||`||"PCHS"||`||"PO"||`||"PO"||`||"This course approaches the history of Indigenous Peoples from a transnational and relational perspective. We will use the histories of the Wixaritari (Huichol) in Jalisco, Mexico, various communities of colonial New England, and the Tewa Pueblo of New Mexico to understand the unique but interrelated experiences of these peoples and the challenges they faced amidst competing colonial, national, and imperial powers. Students will utilize some of these new interdisciplinary trends and methods in the discipline of Indigenous/Indian/Native American Studies to analyze primary sources collected from various archives in Jalisco, Mexico, Mexico City, and New Mexico."
"CHST191  CH"||`||""||`||"CHST191  CH"||`||"Senior Thesis in Chicano Studies"||`||"PCHS"||`||"PO"||`||"PO"||`||"The independent research and writing project should culminate in substantial and original work. Directed by one faculty member, chosen by the student from the ICDCLS faculty. One additional reader must read each thesis. Students give an oral presentation of their work. The Chicana/o Latina/o senior thesis concludes undergraduate study and may only be taken during the senior year. Letter grade only. Prerequisites: CHST 190  CH. "
